s,a,r,sp
1135,0,0,1036
1036,1,-2,971
971,0,0,905
905,0,0,0
1238,1,-2,1305
1305,2,-2,1337
1337,1,-2,1404
1404,2,-2,1436
1436,2,-2,1435
1435,1,-2,1469
1469,2,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,0,0,1401
1401,1,-2,1402
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1469,0,0,1502
1502,0,0,1535
1535,1,-2,1602
1602,0,0,1668
1668,1,-2,1768
1331,1,-2,1200
1200,1,-2,1102
1102,1,-2,1037
1037,2,-2,937
937,2,-2,0
839,0,0,773
773,0,0,707
707,1,-2,0
1529,2,-2,1330
1330,2,-2,1098
1098,1,-2,901
901,1,-2,737
737,1,-2,606
606,0,0,0
873,0,0,840
840,0,0,807
807,1,-2,808
808,0,0,808
808,0,0,808
808,0,0,808
808,2,-2,0
1503,1,-2,1603
1603,2,-2,1668
1668,2,-2,1700
1700,0,0,1733
1733,0,0,1766
1766,0,0,1799
1799,0,0,1832
1832,0,0,0
976,1,-2,1109
1109,2,-2,1207
1207,0,0,1306
1306,0,0,1405
1405,0,0,1504
1504,0,0,1603
1603,2,-2,1668
1668,1,-2,1768
1768,0,0,1867
1867,0,0,1966
1966,0,0,0
1397,0,0,1232
1232,1,-2,1101
1101,0,0,969
969,2,-2,803
803,2,-2,0
1630,0,0,1531
1531,2,-2,1398
1398,2,-2,1232
1232,1,-2,1101
1101,2,-2,935
935,1,-2,804
804,0,0,672
672,0,0,540
540,0,0,408
408,0,0,0
1372,0,0,1471
1471,1,-2,1604
1604,1,-2,1770
1770,0,0,1935
1935,2,-2,2066
2066,0,0,2198
2198,2,-2,0
1506,2,-2,1637
1637,0,0,1769
1769,0,0,0
1371,1,-2,1471
1471,1,-2,1604
1604,0,0,1736
1736,0,0,1868
1868,0,0,2000
2000,2,-2,2098
2098,2,-2,2163
2163,2,-2,2195
2195,0,0,2228
2228,2,-2,0
1571,1,-2,1737
1737,1,-2,1936
1936,1,-2,2168
2168,2,-2,0
1665,0,0,1632
1632,2,-2,1565
1565,0,0,1499
1499,0,0,1433
1433,1,-2,1401
1401,0,0,1368
1368,0,0,1335
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,2,-2,1137
1137,2,-2,1070
905,0,0,839
839,0,0,773
773,2,-2,673
673,2,-2,0
742,2,-2,708
708,0,0,675
675,0,0,642
642,0,0,609
609,0,0,576
576,0,0,543
543,0,0,510
510,0,0,477
477,0,0,444
444,1,-2,445
1238,1,-2,1305
1305,1,-2,1405
1405,1,-2,1538
1538,0,0,1670
1670,1,-2,1836
1836,0,0,2001
2001,0,0,0
942,2,-2,974
974,1,-2,1041
1041,1,-2,1141
1141,2,-2,1206
1206,1,-2,1306
1306,1,-2,1439
1439,0,0,1571
1571,0,0,1703
1703,1,-2,1869
1869,1,-2,2068
2068,0,0,2266
2266,2,-2,0
1302,1,-2,1303
1303,2,-2,1269
1269,0,0,1236
1236,1,-2,1237
1237,1,-2,1271
1271,2,-2,1270
1270,0,0,1270
1270,1,-2,1304
1304,2,-2,1303
1303,1,-2,1337
1337,2,-2,1336
811,2,-2,876
876,0,0,942
942,1,-2,1042
1042,0,0,1141
1141,0,0,1240
1240,2,-2,1305
1305,0,0,1371
1371,1,-2,1471
1471,0,0,1570
1570,0,0,1669
1669,0,0,1768
1768,0,0,0
1334,0,0,1268
1268,2,-2,1168
1168,0,0,1069
1069,0,0,970
970,1,-2,905
905,1,-2,873
873,0,0,840
840,0,0,807
807,1,-2,808
808,0,0,808
808,0,0,0
1569,0,0,1635
1635,2,-2,1667
1667,0,0,1700
1700,0,0,1733
1733,0,0,1766
1766,0,0,1799
1799,0,0,0
1437,0,0,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,1701
1701,1,-2,1801
1801,2,-2,1866
1866,0,0,1932
1932,2,-2,1964
1964,0,0,0
1534,1,-2,1568
1568,1,-2,1635
1635,2,-2,1667
1667,1,-2,1734
1734,0,0,1800
1800,2,-2,1832
1832,0,0,1865
1865,2,-2,1864
1864,0,0,1864
1864,0,0,1864
1864,0,0,1864
1864,0,0,1864
1864,0,0,1864
1862,0,0,1796
1796,0,0,1730
1730,0,0,1664
1664,0,0,1598
1598,1,-2,1566
1566,2,-2,1499
1499,1,-2,1467
1467,0,0,1434
1434,0,0,1401
1401,0,0,1368
1368,0,0,1335
1335,2,-2,1268
1268,1,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,2,-2,1036
1435,0,0,1435
1435,1,-2,1469
1469,0,0,1502
1502,1,-2,1569
1569,1,-2,1669
1669,1,-2,1802
1802,1,-2,1968
1968,2,-2,0
1172,0,0,1205
1205,0,0,1238
1238,0,0,1271
1271,2,-2,1270
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,2,-2,1169
1169,0,0,1103
1103,0,0,1037
1037,0,0,971
971,0,0,0
1566,2,-2,1499
1499,2,-2,1399
1399,1,-2,1334
1334,2,-2,1234
1234,0,0,1135
1135,0,0,1036
1036,1,-2,971
971,0,0,905
905,0,0,839
839,0,0,773
773,0,0,707
707,1,-2,675
675,2,-2,608
1039,0,0,1039
1039,2,-2,1005
1005,0,0,972
972,1,-2,973
973,0,0,973
973,0,0,973
973,2,-2,939
939,1,-2,940
940,0,0,940
940,1,-2,974
974,1,-2,1041
1041,0,0,1107
1107,0,0,1173
1173,0,0,1239
1239,0,0,1305
1305,1,-2,1405
1405,1,-2,1538
1538,2,-2,1636
1636,1,-2,0
1336,0,0,1336
1336,1,-2,1370
1370,0,0,1403
1403,2,-2,1402
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1469,2,-2,1468
1468,2,-2,1434
1434,0,0,1401
1401,0,0,1368
1368,1,-2,1369
974,2,-2,973
973,1,-2,1007
1007,2,-2,1006
1006,0,0,1006
1006,2,-2,972
972,0,0,939
939,0,0,906
906,0,0,873
873,2,-2,806
806,1,-2,774
774,0,0,741
741,0,0,708
1439,0,0,1571
1571,0,0,1703
1703,2,-2,1801
1801,2,-2,1866
1866,1,-2,0
1069,2,-2,936
936,0,0,804
804,0,0,672
672,0,0,540
540,1,-2,0
1597,0,0,1498
1498,0,0,1399
1399,2,-2,1266
1266,0,0,1134
1134,2,-2,968
968,0,0,803
803,1,-2,672
672,1,-2,574
574,2,-2,441
441,2,-2,0
1369,0,0,1369
1369,0,0,1369
1369,0,0,1369
1369,2,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,1,-2,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,1,-2,1204
1204,0,0,1204
1204,2,-2,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1171,1,-2,1205
1205,0,0,1238
1238,0,0,1271
1271,0,0,1304
1304,2,-2,1303
1303,2,-2,1269
1269,2,-2,1202
1202,2,-2,1102
1102,2,-2,969
969,0,0,837
837,0,0,705
705,0,0,573
573,2,-2,0
1337,0,0,1370
1370,1,-2,1437
1437,2,-2,1469
1469,2,-2,1468
1468,2,-2,1434
1434,0,0,1401
1401,1,-2,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1470,0,0,1536
1536,1,-2,1636
1636,1,-2,1769
1769,2,-2,1867
1867,2,-2,1932
1932,2,-2,1964
1964,0,0,1997
1997,0,0,0
1104,1,-2,1105
1105,0,0,1105
1105,2,-2,1071
1071,2,-2,1004
1004,0,0,938
938,1,-2,906
906,0,0,873
873,0,0,840
840,0,0,807
807,0,0,774
774,1,-2,775
775,0,0,775
1436,1,-2,1503
1503,1,-2,1603
1603,0,0,1702
1702,1,-2,1835
1835,0,0,1967
1967,2,-2,2065
2065,0,0,2164
2164,1,-2,2297
2297,0,0,0
1799,2,-2,1798
1798,2,-2,1764
1764,2,-2,1697
1697,1,-2,1665
1665,0,0,1632
1632,0,0,0
1697,2,-2,1597
1597,2,-2,1464
1464,2,-2,1298
1298,1,-2,1167
1167,0,0,1035
1035,2,-2,869
869,1,-2,738
738,2,-2,572
572,1,-2,441
441,0,0,0
1102,0,0,1003
1003,0,0,904
904,0,0,805
805,2,-2,672
672,2,-2,0
1040,0,0,1073
1073,0,0,1106
1106,0,0,1139
1139,1,-2,1206
1206,2,-2,1238
1238,2,-2,1237
1237,0,0,1237
1237,2,-2,1203
1203,2,-2,1136
1136,0,0,1070
1070,1,-2,1038
1038,2,-2,971
971,2,-2,871
871,0,0,0
805,0,0,706
706,0,0,0
1402,2,-2,1368
1368,0,0,1335
1335,1,-2,1336
1336,0,0,1336
1336,0,0,1336
1336,2,-2,1302
1302,1,-2,1303
1303,0,0,1303
1303,2,-2,1269
1269,0,0,1236
906,2,-2,839
839,2,-2,739
739,0,0,640
640,1,-2,575
575,1,-2,543
543,1,-2,544
544,2,-2,510
510,0,0,0
1303,0,0,1303
1303,0,0,1303
1303,1,-2,1337
1337,1,-2,1404
1404,1,-2,1504
1504,2,-2,1569
1569,0,0,1635
1635,0,0,1701
1701,1,-2,1801
1801,0,0,1900
1900,0,0,0
1202,2,-2,1102
1102,1,-2,1037
1037,0,0,971
971,0,0,905
905,2,-2,805
805,0,0,706
706,0,0,607
607,1,-2,542
542,0,0,0
1601,2,-2,1600
1600,1,-2,1634
1634,2,-2,1633
1633,0,0,1633
1633,0,0,1633
1633,1,-2,1667
1667,1,-2,1734
1734,2,-2,1766
1766,2,-2,1765
1765,2,-2,1731
1731,0,0,1698
1698,2,-2,0
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,1,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,1,-2,1238
1238,0,0,1271
1271,1,-2,1338
1338,1,-2,1438
1438,0,0,0
1866,0,0,1932
1932,2,-2,0
1669,0,0,1768
1768,0,0,1867
1867,2,-2,1932
1932,0,0,0
1532,2,-2,1432
1432,0,0,1333
1333,1,-2,1268
1268,0,0,1202
1202,2,-2,1102
1102,2,-2,969
969,0,0,837
837,0,0,705
705,2,-2,539
539,1,-2,408
408,1,-2,310
310,0,0,211
211,0,0,112
112,1,-2,0
1264,2,-2,1032
1032,1,-2,835
835,1,-2,671
671,1,-2,0
905,0,0,839
839,0,0,773
773,0,0,707
707,2,-2,0
1270,2,-2,1236
1236,0,0,1203
1203,1,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,1,-2,1370
1370,0,0,1403
1403,0,0,1436
1204,0,0,1204
1204,2,-2,1170
1170,0,0,1137
1137,1,-2,1138
1138,0,0,1138
1138,2,-2,1104
1104,2,-2,1037
1037,1,-2,1005
1005,1,-2,1006
1006,2,-2,972
972,0,0,939
939,1,-2,940
940,0,0,940
940,0,0,940
940,2,-2,906
906,2,-2,839
839,0,0,773
773,2,-2,673
673,1,-2,608
608,0,0,542
1367,0,0,1301
1301,0,0,1235
1235,0,0,1169
1169,0,0,1103
1103,2,-2,1003
1003,1,-2,938
938,2,-2,838
838,0,0,739
739,2,-2,606
606,0,0,474
474,1,-2,0
1406,2,-2,1504
1504,0,0,1603
1603,0,0,1702
1702,2,-2,1767
1767,0,0,0
1569,2,-2,1601
1601,1,-2,1668
1668,0,0,1734
1734,2,-2,1766
1766,2,-2,1765
1765,1,-2,1799
1799,1,-2,0
1041,0,0,1107
1107,1,-2,1207
1207,2,-2,1272
1272,0,0,1338
1338,0,0,1404
1404,2,-2,1436
1436,2,-2,1435
1435,0,0,1435
1435,0,0,1435
1435,2,-2,1401
1401,1,-2,1402
1402,0,0,1402
1402,0,0,1402
1402,2,-2,1368
1368,2,-2,0
1401,0,0,1368
1368,1,-2,1369
1369,1,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,0,0,1535
1535,0,0,1568
1568,0,0,1601
1601,2,-2,1600
1600,0,0,1600
1600,2,-2,1566
1566,1,-2,1567
1567,2,-2,1533
1533,0,0,1500
1500,0,0,1467
1467,0,0,1434
1434,2,-2,1367
1367,1,-2,1335
1335,0,0,1302
1240,1,-2,1373
1373,2,-2,1471
1471,2,-2,1536
1536,0,0,1602
1602,0,0,1668
1668,0,0,1734
1734,2,-2,1766
1766,1,-2,0
1304,0,0,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,2,-2,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,0,0,1567
1567,0,0,1567
1567,2,-2,1533
1533,1,-2,1534
1534,0,0,1534
1534,1,-2,1568
1568,2,-2,1567
1404,2,-2,1436
1436,2,-2,1435
1435,1,-2,1469
1469,2,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,2,-2,1367
1367,1,-2,1335
1335,1,-2,0
1202,0,0,1136
1136,1,-2,1104
1104,0,0,1071
1071,2,-2,1004
1004,0,0,938
938,1,-2,906
906,0,0,873
873,0,0,840
840,1,-2,0
1400,0,0,1334
1334,2,-2,1234
1234,0,0,1135
1135,1,-2,1070
1070,0,0,1004
1004,2,-2,904
904,0,0,805
805,2,-2,672
672,0,0,540
540,0,0,408
408,2,-2,242
242,1,-2,0
1270,0,0,1270
1270,0,0,1270
1270,1,-2,1304
1304,1,-2,1371
1371,2,-2,1403
1403,0,0,1436
1436,1,-2,1503
1503,2,-2,1535
1535,1,-2,1602
1602,1,-2,1702
1041,1,-2,1141
1141,2,-2,1206
1206,1,-2,1306
1306,0,0,1405
1405,1,-2,1538
1538,2,-2,1636
1636,2,-2,1701
1701,1,-2,1801
1801,0,0,1900
1900,0,0,1999
1534,1,-2,1568
1568,2,-2,1567
1567,2,-2,1533
1533,2,-2,1466
1466,0,0,1400
1400,0,0,1334
1334,2,-2,1234
1234,0,0,1135
1135,0,0,1036
1036,0,0,937
937,0,0,0
1106,0,0,1139
1139,0,0,1172
1172,0,0,1205
1205,0,0,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,1,-2,1370
1370,0,0,1403
1237,2,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,2,-2,1037
1037,1,-2,1005
1005,0,0,972
972,1,-2,973
973,2,-2,939
939,1,-2,940
940,1,-2,974
974,0,0,1007
1007,1,-2,1074
1074,0,0,1140
1140,1,-2,1240
1240,2,-2,1305
1305,1,-2,1405
1405,0,0,1504
1274,2,-2,1372
1372,1,-2,1505
1505,2,-2,1603
1603,1,-2,1736
1736,1,-2,1902
1902,0,0,0
1534,1,-2,1568
1568,2,-2,1567
1567,2,-2,1533
1533,0,0,1500
1500,0,0,1467
1467,0,0,1434
1434,1,-2,1435
1435,2,-2,1401
1401,0,0,1368
1368,0,0,1335
1335,0,0,1302
1302,2,-2,1235
1235,2,-2,1135
1135,0,0,1036
1036,1,-2,971
971,0,0,905
905,1,-2,873
873,0,0,0
1564,2,-2,1431
1431,2,-2,1265
1265,2,-2,1066
1066,0,0,868
868,1,-2,704
704,1,-2,573
573,0,0,441
441,0,0,309
309,0,0,177
177,0,0,0
1374,1,-2,1573
1573,2,-2,1737
1737,0,0,1902
1902,0,0,0
1305,1,-2,1405
1405,0,0,1504
1504,1,-2,1637
1637,2,-2,1735
1735,0,0,1834
1834,0,0,1933
1933,0,0,2032
2032,2,-2,2097
2097,0,0,2163
2163,0,0,2229
2229,0,0,0
1464,2,-2,1298
1298,0,0,1133
1133,2,-2,934
934,2,-2,702
702,2,-2,437
437,2,-2,139
139,1,-2,0
1665,0,0,1632
1632,1,-2,1633
1633,0,0,1633
1633,1,-2,1667
1667,2,-2,1666
1666,0,0,1666
1666,2,-2,1632
1632,2,-2,1565
1565,2,-2,1465
1465,1,-2,1400
1400,1,-2,1368
1368,0,0,1335
1335,0,0,1302
1501,1,-2,1535
1535,1,-2,1602
1602,0,0,1668
1668,1,-2,1768
1768,0,0,1867
1867,0,0,1966
1966,2,-2,2031
2031,0,0,2097
2097,1,-2,0
1073,2,-2,1072
1072,0,0,1072
1072,1,-2,1106
1106,0,0,1139
1139,2,-2,1138
1138,1,-2,1172
1172,1,-2,1239
1239,0,0,1305
1305,2,-2,1337
1337,1,-2,1404
1404,2,-2,1436
1436,0,0,1469
1469,1,-2,1536
1536,1,-2,1636
1636,0,0,1735
1735,1,-2,1868
1868,0,0,2000
2000,0,0,2132
1105,0,0,1105
1105,2,-2,1071
1071,0,0,1038
1038,1,-2,1039
1039,2,-2,1005
1005,0,0,972
972,0,0,939
939,0,0,906
906,2,-2,839
839,0,0,773
773,0,0,707
707,0,0,641
641,1,-2,609
609,0,0,576
576,0,0,543
543,0,0,510
510,2,-2,443
1367,2,-2,1267
1267,0,0,1168
1168,0,0,1069
1069,0,0,970
970,1,-2,905
905,2,-2,805
805,1,-2,740
740,1,-2,708
708,0,0,675
675,0,0,642
642,2,-2,0
1603,0,0,1702
1702,2,-2,1767
1767,0,0,1833
1833,2,-2,0
1472,1,-2,1638
1638,1,-2,1837
1837,0,0,2035
2035,1,-2,0
1272,1,-2,1372
1372,2,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,1,-2,1835
1835,0,0,1967
1967,1,-2,2133
2133,0,0,2298
2298,0,0,2463
2463,1,-2,0
1273,2,-2,1338
1338,2,-2,1370
1370,0,0,1403
1403,0,0,1436
1436,2,-2,1435
1435,0,0,1435
1435,1,-2,1469
1469,1,-2,0
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,1,-2,1667
1667,1,-2,1734
1734,0,0,1800
1800,0,0,1866
1866,2,-2,1898
1898,0,0,1931
1931,0,0,1964
1964,2,-2,1963
1963,0,0,1963
1963,2,-2,1929
1929,0,0,1896
1570,0,0,1669
1669,0,0,1768
1768,2,-2,1833
1833,0,0,1899
1899,2,-2,0
801,0,0,0
1269,1,-2,1270
1270,0,0,1270
1270,1,-2,1304
1304,2,-2,1303
1303,1,-2,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,1470
1470,2,-2,1502
1502,0,0,1535
1535,0,0,0
1074,2,-2,1106
1106,2,-2,1105
1105,2,-2,1071
1071,2,-2,1004
1004,0,0,938
938,1,-2,906
906,0,0,873
873,1,-2,0
1306,0,0,1405
1405,1,-2,1538
1538,1,-2,1704
1704,0,0,1869
1869,2,-2,2000
2000,1,-2,2166
2166,2,-2,0
1563,1,-2,1465
1465,0,0,1366
1366,0,0,1267
1267,1,-2,1202
1202,1,-2,1170
1170,1,-2,1171
1171,1,-2,0
1369,1,-2,1403
1403,1,-2,1470
1470,0,0,1536
1536,2,-2,1568
1568,1,-2,1635
1635,0,0,1701
1701,2,-2,1733
1733,1,-2,1800
1800,2,-2,1832
1832,0,0,1865
1865,0,0,1898
1898,1,-2,1965
1965,1,-2,0
1532,0,0,1466
1466,0,0,1400
1400,1,-2,1368
1368,2,-2,1301
1301,1,-2,1269
1269,0,0,1236
1236,1,-2,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,0
1400,1,-2,1368
1368,0,0,1335
1335,2,-2,1268
1268,0,0,1202
1202,1,-2,1170
1170,0,0,1137
1137,2,-2,1070
1070,0,0,1004
1004,0,0,938
938,2,-2,838
838,0,0,739
875,1,-2,942
942,0,0,1008
1008,1,-2,1108
1108,1,-2,1241
1241,1,-2,1407
1407,0,0,1572
1572,0,0,1737
1737,0,0,0
1402,0,0,1402
1402,2,-2,1368
1368,0,0,1335
1335,0,0,1302
1302,0,0,1269
1269,2,-2,1202
1202,1,-2,1170
1170,0,0,1137
1137,2,-2,1070
1070,1,-2,1038
1038,1,-2,1039
1039,2,-2,1005
1565,0,0,1499
1499,0,0,1433
1433,0,0,1367
1367,1,-2,1335
1335,0,0,1302
1302,1,-2,1303
1303,0,0,1303
1303,0,0,1303
1303,2,-2,1269
1269,2,-2,1202
1202,0,0,1136
1136,0,0,1070
1070,0,0,1004
1004,0,0,0
1470,2,-2,1502
1502,1,-2,1569
1569,0,0,1635
1635,0,0,1701
1701,2,-2,1733
1733,1,-2,1800
1800,0,0,1866
1866,0,0,0
1629,0,0,1497
1497,1,-2,1399
1399,0,0,1300
1300,0,0,1201
1201,0,0,1102
1102,0,0,1003
1003,2,-2,870
870,1,-2,0
1078,0,0,1276
1276,1,-2,1508
1508,0,0,1739
1739,0,0,1970
1970,2,-2,0
1241,1,-2,1407
1407,0,0,1572
1572,0,0,1737
1737,0,0,1902
1902,0,0,2067
2067,2,-2,0
1176,2,-2,1307
1307,1,-2,1473
1473,2,-2,1604
1604,1,-2,1770
1770,0,0,0
1536,2,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,2,-2,1699
1699,0,0,0
1104,1,-2,1105
1105,1,-2,1139
1139,1,-2,1206
1206,0,0,1272
1272,0,0,1338
1338,0,0,1404
1404,1,-2,1504
1504,2,-2,0
1043,0,0,1175
1175,2,-2,1273
1273,2,-2,1338
1338,0,0,1404
1404,1,-2,1504
1504,1,-2,1637
1637,1,-2,1803
1803,0,0,0
976,1,-2,1109
1109,1,-2,1275
1275,0,0,1440
1440,0,0,1605
1605,2,-2,1736
1736,2,-2,1834
1834,0,0,1933
1933,0,0,2032
2032,1,-2,2165
2165,2,-2,2263
2263,0,0,0
1032,0,0,801
801,2,-2,0
1242,1,-2,1441
1441,0,0,1639
1639,0,0,1837
1837,2,-2,2001
2001,2,-2,0
1698,0,0,1665
1665,0,0,1632
1632,0,0,1599
1599,0,0,1566
1566,0,0,1533
1533,2,-2,1466
1466,0,0,1400
1400,2,-2,1300
1300,0,0,1201
1201,2,-2,1068
1068,0,0,936
936,0,0,804
804,0,0,672
672,1,-2,574
574,0,0,0
1170,1,-2,1171
1171,2,-2,1137
1137,1,-2,1138
1138,0,0,1138
1138,1,-2,1172
1172,0,0,1205
1205,1,-2,1272
1272,2,-2,1304
1304,1,-2,1371
1371,1,-2,1471
1471,2,-2,0
1235,2,-2,1135
1135,1,-2,1070
1070,1,-2,1038
1038,1,-2,1039
1039,2,-2,1005
1005,2,-2,938
938,1,-2,906
906,0,0,873
873,2,-2,0
1236,0,0,1203
1203,1,-2,1204
1204,1,-2,1238
1238,2,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,1,-2,1171
1171,1,-2,1205
1205,2,-2,1204
1204,2,-2,1170
1170,0,0,1137
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,2,-2,871
871,2,-2,738
738,2,-2,572
572,1,-2,0
876,1,-2,976
976,0,0,1075
1075,1,-2,1208
1208,0,0,1340
1340,0,0,1472
1472,0,0,1604
1604,2,-2,1702
1702,2,-2,1767
1767,0,0,1833
1833,2,-2,1865
1865,0,0,1898
1898,0,0,1931
1931,0,0,1964
1964,0,0,1997
1237,2,-2,1203
1203,1,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,2,-2,1103
1103,1,-2,1071
1071,0,0,1038
1038,0,0,1005
1005,0,0,972
1239,2,-2,1271
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,0,0,1336
1336,0,0,1336
1336,1,-2,1370
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,1,-2,0
1433,1,-2,1401
1401,0,0,1368
1368,0,0,1335
1335,1,-2,1336
1336,2,-2,1302
1302,0,0,1269
1269,2,-2,1202
1202,0,0,1136
1136,2,-2,1036
1036,0,0,937
937,0,0,838
971,0,0,905
905,1,-2,873
873,1,-2,874
874,1,-2,908
908,0,0,0
1726,0,0,1528
1528,2,-2,1296
1296,0,0,1065
1065,2,-2,800
800,2,-2,502
502,0,0,0
1432,0,0,1333
1333,0,0,1234
1234,1,-2,1169
1169,1,-2,1137
1137,1,-2,1138
1138,1,-2,1172
1172,2,-2,1171
1171,0,0,0
1637,0,0,1769
1769,0,0,1901
1901,2,-2,0
1065,0,0,834
834,0,0,0
1105,0,0,1105
1105,0,0,1105
1105,2,-2,1071
1071,1,-2,1072
1072,1,-2,1106
1106,2,-2,1105
1105,0,0,1105
1105,2,-2,1071
1071,2,-2,1004
1004,0,0,938
938,1,-2,906
906,0,0,873
873,2,-2,806
806,0,0,740
740,2,-2,640
640,0,0,541
1037,2,-2,937
937,0,0,838
838,1,-2,773
773,1,-2,741
741,0,0,708
708,0,0,0
1168,2,-2,1035
1035,2,-2,869
869,0,0,704
704,0,0,539
539,2,-2,340
340,1,-2,0
1069,2,-2,936
936,1,-2,838
838,2,-2,705
705,2,-2,539
539,2,-2,0
1008,2,-2,1040
1040,0,0,1073
1073,2,-2,1072
1072,0,0,1072
1072,0,0,1072
1072,1,-2,1106
1106,0,0,1139
1139,0,0,1172
1172,1,-2,1239
1239,2,-2,1271
1271,1,-2,1338
1338,0,0,1404
1304,1,-2,1371
1371,0,0,1437
1437,2,-2,1469
1469,1,-2,1536
1536,1,-2,1636
1636,1,-2,1769
1769,0,0,1901
1901,0,0,2033
2033,0,0,2165
2165,0,0,0
678,2,-2,710
710,1,-2,777
777,0,0,843
843,1,-2,943
943,0,0,1042
1042,2,-2,1107
1107,2,-2,1139
1139,1,-2,1206
1206,0,0,1272
1272,0,0,1338
1338,1,-2,1438
1438,2,-2,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,1701
1701,2,-2,1733
1733,0,0,1766
1402,2,-2,1368
1368,0,0,1335
1335,0,0,1302
1302,2,-2,1235
1235,1,-2,1203
1203,1,-2,1204
1204,1,-2,1238
1238,1,-2,1305
1305,1,-2,1405
1405,0,0,1504
1504,1,-2,1637
1637,1,-2,1803
1803,1,-2,2002
2002,1,-2,0
1699,0,0,1699
1699,0,0,1699
1699,0,0,1699
1699,2,-2,1665
1665,1,-2,1666
1666,0,0,1666
1666,1,-2,1700
1700,0,0,1733
1733,1,-2,1800
1800,0,0,1866
1866,2,-2,1898
1898,2,-2,1897
1897,0,0,1897
1374,2,-2,1505
1505,2,-2,1603
1603,0,0,1702
1702,2,-2,0
1532,0,0,1466
1466,1,-2,1434
1434,1,-2,1435
1435,1,-2,1469
1469,0,0,1502
1502,0,0,1535
1535,1,-2,1602
1602,0,0,0
1234,1,-2,1169
1169,1,-2,1137
1137,1,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,0
1634,0,0,1667
1667,0,0,1700
1700,0,0,1733
1733,1,-2,1800
1800,0,0,1866
1866,0,0,1932
1932,0,0,1998
1998,1,-2,2098
2098,1,-2,2231
2231,2,-2,2329
2329,2,-2,0
1372,0,0,1471
1471,0,0,1570
1570,0,0,1669
1669,0,0,1768
1768,2,-2,1833
1833,0,0,1899
1899,0,0,0
1365,1,-2,1267
1267,2,-2,1134
1134,1,-2,1036
1036,1,-2,971
971,0,0,905
905,0,0,0
1734,0,0,1800
1800,0,0,1866
1866,0,0,1932
1932,0,0,0
1203,1,-2,1204
1204,0,0,1204
1204,1,-2,1238
1238,2,-2,1237
1237,0,0,1237
1237,1,-2,1271
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,1470
1470,1,-2,0
1236,2,-2,1169
1169,1,-2,1137
1137,1,-2,1138
1138,1,-2,1172
1172,1,-2,1239
1239,1,-2,1339
1339,0,0,1438
1438,0,0,1537
1537,0,0,0
1005,2,-2,938
938,0,0,872
872,0,0,806
806,0,0,740
740,0,0,674
674,2,-2,574
574,1,-2,509
509,0,0,443
443,2,-2,343
343,0,0,244
244,1,-2,0
1402,0,0,1402
1402,0,0,1402
1402,2,-2,1368
1368,0,0,1335
1335,0,0,1302
1302,1,-2,1303
1303,1,-2,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,1470
